comment_Text,Have_ValueViolation
This has really helped my YT channel and... *Drumroll* there is no root! It records outside and inside sound. But it does not record YT inside sound. The best part is is saves you a TON of storage.I recommend getting this if you are a YouTuber.,No
I think this app is awesome.,No
The app is cool.,No
So cool I love it so much. It's awesome.,No
Its da bomb,No
It's awsome and it is helping me create a YouTube chanal,No
A super cool app easy to use . but two big problem it doesn't record my face at the same time. and it doesn't record sounds,No
Awesome app for beginning utubers.Helped me alot.,No
"Oh my god thank you so much I have been try at least a year trying to find a working screen recorder on  my phone until I got this Firefox, now I can record Minecraft on my YouTube channel. But just one suggestion , the mic is a little off, but everything else is perfect. So don't change anything.",No
This was a solid app,No
"So worth downloading. Don't regret downloading, cuz its like the best recorder ever! The only problem is I can't record my voice. But that's only 1 problem! Its the best and you will be the happiest when you download it! DOWNLOAD IT CUZ ITS THE BEST",No
My friend has this and it is awesome. It is so much better than best screen recorder.,No
I am not paid to put this I found this like please a working one I Not sure if but it SHOW it works Now I to test gameplay,No
"I thought WOW!!! I downloaded it immediately, what a big let down. It would not even load. I would turn it on and it would shut off in 5 seconds. WOULD RECOMMEND TO PEOPLE WHO LIKE TO BE RIPPED OFF!!!",No
Best screen recorder in the app store people! So easy to record so clear! Everyone should get this screen recorder app..,No
I love its awesome.cool .at least for kindle.?????????????????????????????????????????????? love it,No
"AWESOME!!!!I have used probably every screen cam in the Appstore, this one is the best for kindle devices!",No
"I love it! I now can make video on my Ipad and put it on youtube! Those eho doesn't know how to to upload but is sighned in I think if you go and click my videos it will say something like ""info on how to upload"" . I recommend to download this to record! I would give this a 100 star if I could!",No
I LOVE IT  IT'S SO COOL U SHOULD GET IT,No
a cool app,No
"I love the app, it's perfect for my videos because it records your screen PERFECTLY and now I can make gaming vids, I'd definitely recommend it to someone",No
Amazing. Just amazing. I have a YouTube channel and this helps me a lot!!,No
I'm doing this for no reason haven't even tried it yet so...........????it's amazingggggg,No
"Love this app, its as easy as just clicking start recording and which it is that easy and I have my icons in the bottom right hand corner of my screen! And it even comes with a pause button! Now I can create YouTube videos! Thank you so much for the app!",No
Love it. It is awesome. Get it. Get it.,No
"I legit just got this and I already love this screen recorder app ??. This app definitely just is so amazing and wonderful for recording on YouTube and Minecraft ??. First, I never thought I would ever record on my YouTube again, but now that I have this app, I can literally do everything ??. I very much appreciate if u get this screen recorder app Hehe ??",No
Get it please it is the best recording one out there!,No
Really helpful for videos it works so well I haven't had any problems so far,No
This app helps a lot,No
I LOVE THIS APP IT WORKS NO GREEN SCREEN but it has limited space so please fix that BUT OVER ALL ITS AWESME I really recommend you buying this app it's not????????,No
This is ??.,No
Nice quailty and records voice smoothy.,No
This app actually works all you have to do to get in is create a review!!!!,No
Awesome plz buy this app it's amazing bye,No
This screen recorder helps me when ever I need to record on my tablet. Get this now,No
THIS IS THE BEST RECORDING GAME it ask u if u wanna record of not and is by ur side when u need it,No
This is the best choice for a screen recorder especially if you do yt videos threw android instead of a computer. But it will work just as well with a computer,No
It is awesome I am on YouTube,No
Finnaly somthing to record withSonds like fun to record whith so much fun,No
It is amazing it works without anything else being bought no mic no anything!,No
Awesome you have to get it you will see once you get it!,No
"i love how it ACTUALLY records the sound on screen, unlike some screen recording apps",No
"This app is so cool, it is a recorder where when you record the side of the screen has so many options! ??",No
Its a pretty cool recording set but I have to get used to it first.,No
COOL ILL SAY ABOUT AMAZING!!????????????SO COOLTEENSYOUTUBERBOY THIS SOULB BE IN THE BIG STORE OF MINECRAFT LOL P,No
"This is the best app I have, that records but the best part it happens in seconds then record!!!!!!??????????????????????????????????????????",No
"I thought this was going to be crap compared to what I've seen before, but its DECENTLY AWESOME. Just pause as little as possible or the sound will stop working.??",No
Awesome! I can record my voice and screen all in one FREE PACKAGE!!!!!!,No
I promise I am not related to whoever made this app. I know it works awesome and requires no root! You are not wasting your time with this!,No
It is very fun. You create as video to 15 min and then post it on YouTube. Or you can record it for however long you like and have to enjoy to yourself later on.??????,No
I like it but there's a couple problems with it it doesn't really record the best it only recorded 720 PI need 1080 and I'll try to start you to chill but it's just not working,No
Helped me out and I'm a youtube,No
Really cool and I am only leavening this review because I have to,No
It works like a dream car that is smoothWow I like this,No
Make sure to rate of 5 stars,No
This is AWESOME!:) :),No
This really does work but don't make us date the app we will date the app when we get to it,No
Awesome!!!!!! I couldn't find anything that worked and this one does !!!!,No
I love it but they should make it like mobizen,No
It is the best one I've seen!????????,No
It so helpful to me because ofMinecraft its awesome I like the way it records,No
This app totally helps me record my slither.io youtube videos! You should really get it,No
Awesome thanks for making it it was fun????????????????????????????????????????????????,No
Amazing app its not red like my other screen recorder!!! I  love this!!!!!,No
Love it????,No
This app help record vids it's so funGet the application,No
It is really easy to use for my YouTube channel. Check me out PointlessGamerGirl,No
I love this thing,No
It is the best screen recorder ever.,No
This app is amazing and works wonderfully! I recommended it to anyone who wants to record things on their device!,No
I like it but it's pretty laggy Could be a perfect app,No
?????????????????????????????????????????????????????????????????? Awesome!!!!!!!!!!,No
Cool app but doesn't work if your recording minecraft pe in rain,No
This app is awesome for all youtubers and those who just want to teach other! I highly recommend this app,No
"I love this, app works perfect for me me and my brother love it",No
Best screenrecorder,No
Like itI never need to use the camera my dad always had to hold it above me and the hole vid was my head lol!!!!!!,No
This app doesn't workers my kindle.Would weave,No
I love I it works,No
It's so awesome so I can record vids,No
I really started my youtube and GAME ON! This recorder got my farmhous??????,No
It is very helpful for me I'm going to play mcpe with it I really like the app I can't wait to play and mcPe he and post on my YouTube yay,No
Like it It's fun easy to use to,No
Even though I have 2 channels already but I plan to create a third one using this software,No
Works but pausing it makes it unveiwable.,No
"Perfect for my friends YouTube. She also does Minecraft and collabs with VioletMoeka26, that's he the channel where you'll find her Minecraft with Violet. Subscribe to Beanie boo Dream world",No
Best recording app ever!!! ??,No
Its a cool app I mean I'm trying to be a YouTuber on a amozon fire so yea :-) ;-) :-D :O :-$ :O :-* :'( :-D,No
Instead of me hacking my tablet I can just use this,No
It is a very useful app,No
This is a awesome screen recorder.,No
Omg its works and I can rec my stuff??????????,No
I love the am it works,No
chhgvfftgfyuucycjhgcjgcjgcnhgvfchgfngcngc it up for that to you too control,No
This helped a lot with my YouTube channel :),No
"This app is amazing, tough I think I am the only one with lag but give it a round of a paws",No
It's awesome and fun for everyone who has it,No
This app is awesome it actually works??????,No
It is so cool worms well,No
"Its fine.I used this for my channel on roblox,go check me out at Eliza Maxwell, Well",No
Awesome and fun helped out my youtube channel wwefan1,No
Cool cool coolCool cool,No
This app is cooland I suggest it.,No
It works but has a few bugs,No
It's pretty coolIShe.,No
it's awesome,No
It is so cool,No
Wow it works a lot thanks,No
This app is very very nice! It records the full video AND saves to your gallery!,No
I have been using this app and I love it,No
I never new how to record my gaming,No
It's the best screen recorder ever!!,No
It helps with Youtube. Now I can record from my tablet,No
MOST AMAZING THING EVER??????????????????????????????????????????????????????????????,No
"Its pretty fun to play around with, and I love playing with my brother and sister while rec. If only you could edit...",No
I loved this app so much.,No
